text,translation,discard,what are we changing,prob,Original Length,Translated length,Left,Discarding
But then that will consume lots of time and after December. please no more active activities only.,,,,0.9362368,17,1,573,513
Last year it was around two thousand and I think this. year it will be going up.,,,,0.935507,17,1,573,513
 you know I've got news you got some news. you got job from Bombay like.,,,,0.9349767,16,1,573,513
 how the dancing and all that it's so. embarassing we can't watch it with our parents.,,,,0.93365157,17,1,573,513
You've to have a good command over the language. If you in in an English medium school.,,,,0.9331636,17,1,573,513
And to purchase a ticket you have to like fight. with persons just to get a ticket.,,,,0.9308787,17,1,573,513
No you don't know the fact married woman were. are most free and safe you know that.,,,,0.9308778,17,1,573,513
Would you like to say that all working women are liberated. in that sense in your words?,,,,0.93000674,17,1,573,513
Yeah I think that's what we are. telling her to wait for another year and then.,,,,0.92949283,16,1,573,513
Oh sir I didn't. There are difficulties and problems start only when you. get married.,,,,0.92824095,15,1,573,513
I'm actually I actually go for good food. I don't like quantity but quality should be there.,,,,0.92818177,17,1,573,513
Apart from the course I'm I like to be in a new. place. I like meeting people.,,,,0.92645806,17,1,573,513
No it doesn't take much long much time there it is not a. longer route or that.,,,,0.926014,17,1,573,513
I was in Bombay for quite some time m and. after that we moved over to Madras.,,,,0.92574745,17,1,573,513
Very cheap especially this because it's. local you knowha it's made locally in the. industry.,,,,0.9250684,15,1,573,513
Yeah I am very much curious about your place sir. Please tell me some information about it.,,,,0.9199406,17,1,573,513
No that is structuralising knowledge you can't we can't. accept that. That is that is something very.,,,,0.9198283,17,1,573,513
Such a such a nice lady with affectionate feelings towards the students she did all.,,,,0.91295725,15,1,573,513
type you know the shops are. one word I mean they are not open for a long.,,,,0.91004974,17,1,573,513
Taken in all the new methods and did well. but m it is a good book.,,,,0.9088386,16,1,573,513
No what I am telling is I am staying in the hostel. and it's the vacation time.,,,,0.9087255,17,1,573,513
No no it's said to be the. oldest school the biggest school in north Arcot.,,,,0.90168643,15,1,573,513
They are practising and they've they've. advantage because they are practising since May I've. started from August.,They have an advantage because they have been practising since May. I only started practising in August.,,,0.94622743,17,17,573,513
 they will be going to Nasik thereafter. for ten fifteen days they will stay there only.,,,,0.9592778,17,1,573,513
And positive attitude is also very important. One shouldn't get frustrated or disgusted because of this. reservation policy.,,,,0.95726675,18,1,573,513
I don't know about Sushila she is she one or two words. all that and Asok is also.,,,,0.9572232,18,1,573,513
n you've to di directly send it to. government okay government will supply the funds to non-government. organisation.,,,,0.95682955,18,1,573,513
See whatever I want I can get in state level but in. CBSE level there is limited course.,,,,0.95663196,18,1,573,513
That will be more means effective along with physical beauty. They will get mental mentally also.,,,,0.95648175,16,1,573,513
You study in is very important. I'm really really I didn't studied at. all I'm studying now also.,,,,0.95623183,18,1,573,513
But which type of means ladies usually. comes means rich family or middle class.,,,,0.95570445,14,1,573,513
And what about what do you think about the earthquake happened in Gulbarga that is in Karnataka.,,,,0.9556993,17,1,573,513
Easier because they have brought such a changes which you. which which adopt and make you easy.,,,,0.95549023,17,1,573,513
. One thing is I can advise Ashokji that you can engage your. wife after the children become.,,,,0.95543635,18,1,573,513
It is very you know in our place you know many of the items. are not there.,,,,0.95490897,17,1,573,513
She is still there currently and they will all be back in. April or in January.,,,,0.95472455,16,1,573,513
Yeah she is expert and she stays nearby only. So you can go and learn it from her.,,,,0.95466167,18,1,573,513
central of. course the light house is a is a bit away from that. Gopalpuri is also.,,,,0.95462924,17,1,573,513
 considering all this problems what I feel that we. should have English for higher education isn't it?,,,,0.9542759,18,1,573,513
And moreover we go to college and if we again when we come. back we feel like ,,,,0.95385045,18,1,573,513
And that too only three days are remaining for me or atleast. for the college to start ,,,,0.95320046,18,1,573,513
You see sir some people say you know that is in. railways and the post office sir.,,,,0.9530931,17,1,573,513
Even Kannada I'm literally I am forgetting. everything. And I actually it's becoming difficult for me to read.,,,,0.95276046,18,1,573,513
Even it is not possible by even in school also. But in home parents they must take interest.,,,,0.9526582,18,1,573,513
Yeah you hold on to the person for your ego problem. yeah as well as staff shortage also.,,,,0.9523421,18,1,573,513
And he told we have selected you for publishing who's who in Asia and some so called.,,,,0.95222986,17,1,573,513
Very beautiful temple. And you get one more attraction is you get lot of. sarees Kanchipuram and all.,,,,0.9520172,18,1,573,513
I see somehow I read some of the translated poems of. Jayprabha and I like them a lot.,,,,0.95126426,18,1,573,513
Oh for eating they are a very tasty but sometimes. no they will affects affert our health.,,,,0.95119685,17,1,573,513
Yeah you can tell me your problems if I can I will be able. to solve your problems.,,,,0.9506246,18,1,573,513
Yeah mini Shantiniketan but you know. Dr Cyrian does not want to be name Shantiniketan to be. given.,,,,0.9497913,18,1,573,513
No no seventy to eighty upto eighty it was part of. Karnataka university as a post graduate centre.,,,,0.94964087,18,1,573,513
Okay me and Sunny I and Sunny Sunny will go to. Nipani around ten thirty on Friday.,,,,0.9495804,17,1,573,513
Yeah that has to be yeah into most of my. time. Moreover even managing the household.,,,,0.948364,16,1,573,513
 only thing that is giving me trouble is this method Derrida and Mann and all this.,,,,0.94813955,17,1,573,513
Yeah she is very and very intelligent. also. Really yeah she got a state rank in the tenth.,,,,0.94767684,18,1,573,513
Or how many of this is the most Indian of all these Indian. Englishes again becomes a question.,,,,0.94688183,18,1,573,513
Telugu and Bangla I am more comfortable in Bangla. Frankly speaking I haven't read any book in Telugu.,,,,0.9456187,18,1,573,513
One more that is of course I could have done some more. work but being an administrator.,,,,0.9452516,17,1,573,513
Yeah but when it is in our home it is a very big we. have to prepare some.,,,,0.9451317,18,1,573,513
He personally is not interested his parents are interested. More probably his mother is interested in sending him.,,,,0.9450952,18,1,573,513
Like nothing it depends they three. tables there tables on one table they will have the specimens.,,,,0.94485384,17,1,573,513
Definitely it gives us the very good mental satisfaction. and we can face any problem in the life.,,,,0.9433508,18,1,573,513
Panhala we'll go we've. planned it on next Sunday. If you like you can join us.,,,,0.9420296,16,1,573,513
But you've have some leaders where whereas. you'll have a certain affiliation towards sometime you feel that ,,,,0.9405606,18,1,573,513
And there is one more place near Adv that. Kanchipuram. Kanchipuram temple is also very good. Very beautiful.,,,,0.9400652,18,1,573,513
For a Miss World is contested just for that for beauty. of course beauty and brains both together.,,,,0.93959486,18,1,573,513
I'm Miss Lalitha lecturer in English teaching. in Government B F College Tumkur which is in Karnataka State.,,,,0.9389966,18,1,573,513
From Karnataka college. I had never travelled to Karnataka. It was the first time I travelled to Karnataka.,,,,0.9374662,18,1,573,513
Don't you think that it is the religion which can. unite all the people belonging to different cultures.,,,,0.9366123,18,1,573,513
And after your final exams do you immediately start your. internship or can you wait for some time.,,,,0.936566,18,1,573,513
Yeah no consider me as your student. See after all I've to be yeah somewhere in. some university.,,,,0.9353305,18,1,573,513
But they always used to recall you know how they enjoyed. inthey always used to recall.,,,,0.9319663,16,1,573,513
Because politics is itself is a crooked field you know. you have to be very crooked in it.,,,,0.93019396,18,1,573,513
 drowned in the flood. that how many days it was lasting this cyclone effects.,,,,0.9245593,15,1,573,513
I think they should have some training for the M B A beginners. especially to the Arts students.,,,,0.9206694,18,1,573,513
I don't like artificial jewellery because I am not. too much interested in purchasing these different types of.,,,,0.9191012,18,1,573,513
And this is I don't know anything about. biological determinism exactly. I have no scholarly background about this.,,,,0.9086958,18,1,573,513
Yes. For us no what happens is first of all we have to do. all the and all.,,,,0.9062348,18,1,573,513
What about the course that we are doing? You tell me something I am just scared of it.,,,,0.9037481,18,1,573,513
I'm Miss Vidya Shetty. I'm from Manglore. I teach in St Andrews College. I'm a lecturer in English.,,,,0.9014149,18,1,573,513
I am also planning for M Phil or Ph D. Since I have discussed the topic with my professors.,"I am also planning to pursue an M.Phil. or a Ph.D., and I have already discussed the topic with my professors.",,,0.9458649,19,21,573,513
Exam system what do you feel that you are getting. your rights the exam present kind of exams.,What do you think you get from the current examination system?,,,0.95583624,18,11,573,513
Oh yes script they are the same I can read. Marathi without any problem. And I can understand also.,,,,0.95951456,19,1,573,513
She will do when she have when she will have to take a. passport for this thing backward certificate.,,,,0.9582923,19,1,573,513
So he has to look after yeah and arrange of course. For Diwali you won't go there no.,,,,0.95770663,18,1,573,513
I mean in third year or you mean in. every year every year we have got different practicals.,,,,0.9571131,18,1,573,513
Our natural resources must be exploited for which. both intellectual skill and manual skill are. required.,,,,0.9571015,16,1,573,513
But they have done the bifur bifurcation in one. college plus two plus three all these systems are different.,,,,0.95702726,19,1,573,513
 so one really feels like visiting Mysore. m especially for this purpose of visiting Brindavan and ,,,,0.95683384,18,1,573,513
I think that in different parts of India you. know that about Punjab and Assam.,,,,0.9565723,15,1,573,513
What do you think about your department infact about. your study and the way they teach students here?,,,,0.956219,18,1,573,513
Yeah we have too many parties and beach. shows. You can really enjoy life in Goa you know.,,,,0.9557464,18,1,573,513
m it depends but suppose like n if the. salary is at at around three thousand in Nagaland.,,,,0.95559394,18,1,573,513
No which one which one is it conducting these elections. are importantor issuing the orders are important?,,,,0.9554184,17,1,573,513
Of course I close my eyes in other scenes you know. whenever Madhuri comes I just open my eyes.,,,,0.9551582,19,1,573,513
But in that case the university education will lose its national no only Maharashtra. Marathwada Nagpur.,,,,0.9547693,16,1,573,513
Okay I am expecting that you will be getting good. result. So how are you enjoying your hostel life?,,,,0.9547046,19,1,573,513
If you will do all these you will feel relaxed and you will yourself will be able to.,,,,0.9546774,18,1,573,513
In the private colleges well this transfer business. n is possible but one one has to forgo m seniority.,,,,0.95351887,19,1,573,513
I think you know it's matter which has been already. decided. It is decided that you have to go?,,,,0.953484,19,1,573,513
Yeah we can otherwise we also have a I think. department of social welfare which can give us money.,,,,0.9517846,19,1,573,513
I know that the problem is that achieved. they don't mind service so much even we had to.,,,,0.95166767,18,1,573,513
He had gone to Bombay yeah somebody was. ill and unfortunately she died also actually a relative of his.,,,,0.95141846,19,1,573,513
So university exams are conducted see at present. India is considerable you know plenty of universities union level.,,,,0.9511667,18,1,573,513
Have you returned as per your schedule or have you. postponed your return because of some other reason.,,,,0.9506279,18,1,573,513
And some fourteen or fifteen them fifteen of. them are collected brought together in a book. form.,,,,0.950554,17,1,573,513
Ah E L T you do that also ah? The topic which you wanted to do with Dr Shastri.,,,,0.9504792,19,1,573,513
Dr Patil was saying that it could be organised in Kolhapur. yeah. So it might be in Kolhapur.,,,,0.9496445,18,1,573,513
No that was therefore I'll tell you one thing my. hostel is far far better from the other hostel.,,,,0.9489982,19,1,573,513
n that only manual just theoritically. I know but regarding deep knowledge I am. not having about it.,,,,0.948068,18,1,573,513
So I think you like all people who adjust and who speak. yeah speak politely and help you especially.,,,,0.9477397,19,1,573,513
And I'm m Yasmin. I teach in Tejpur Dharam College. So tell us something about Kaziranga something about. that.,,,,0.947397,19,1,573,513
my college one or two. words in Bombay. Now I have got used to this life. This slow life.,,,,0.94577575,19,1,573,513
Why I I I can't eat without you. I can go many time I went many time.,,,,0.94394684,17,1,573,513
And that's how then so after one year. passed you know afterwards I became acquainted with with the.,,,,0.94184643,18,1,573,513
I think you had been to Hubli on this thing no on Tuesday or something like that.,,,,0.9405429,17,1,573,513
Yeah yeah even higher rate nobody is. lending just now. Because I'll tell you what has happened you know.,,,,0.9400163,19,1,573,513
Yeah there are students who doesn't wash at all and eat food. because they are so used to it.,,,,0.9382755,19,1,573,513
till that time I've not. commented any thing but I have given my indication that this is virtually. impossible.,,,,0.9368959,19,1,573,513
No like any different. everybody will wear like just no like. or like same type anything you can wear.,,,,0.93629324,19,1,573,513
Though they are small they are very clever. Clever in the sense not in studies at all but.,,,,0.9360774,18,1,573,513
Because I remember you told me in the British Council. that you may not be joining us so.,,,,0.93318486,18,1,573,513
Yes we because I am working in the girls school I do. not have any such problems over there.,,,,0.9301662,19,1,573,513
No I've been in Madras only for the past thirteen. years ah. Before that I was in north India.,,,,0.9290523,19,1,573,513
I am Mr Mishra from Arunachal Pradesh. I have come here for a refresher course means in Kolhapur.,,,,0.92859566,18,1,573,513
Do you know one of your relative has sent me a Diwali card. Can you guess who it is?,,,,0.92313254,19,1,573,513
It's hot no just for an. experience you can go and see the life style of the people. there.,,,,0.9226565,19,1,573,513
Ah but they didn't have the requirement of getting up. early next mo morning and going for work.,,,,0.91615033,18,1,573,513
Yes and then when we come to school in the. classroom when we enter it is so nice no.,,,,0.91078407,19,1,573,513
It's a valuable thing but I cannot fill that. and mostly I'm cannot manage why with. my M A.,,,,0.9080761,19,1,573,513
Actually what's the thing you know the parents they. don't respect the teacher so the students also don't respect.,,,,0.9032844,19,1,573,513
 either like business other than that. other than being no its Saibaba's place or it is. developed or.,,,,0.9577765,19,1,573,513
I have been staying for thirteen years only in hostel no. that's why I wanted to enjoy with my parents.,,,,0.9565314,20,1,573,513
I was there after my birth I spend some four five years in. Calcutta when I was in Siligudi.,,,,0.95637727,19,1,573,513
Because then the in Madras what happens standing that place is common. It's there but it's common no. So.,,,,0.9557529,19,1,573,513
Like lecturers are not good or students may not. be good or sometimes the placement may not be good.,,,,0.95574075,19,1,573,513
Okay m did you have a very unique. kind of system isn't that among the Khasis where marriage is. concerned.,,,,0.95573366,20,1,573,513
And in Tamil Nadu sir why should not we introduce junior college system sir. What's your opinion about that?,,,,0.95547926,19,1,573,513
yeah there is not much of a politics and. people are quite cool. Even non- teaching staff is good.,,,,0.95541996,19,1,573,513
Yeah and government of Karnataka. gives all the grants and the U G C also gives the grants.,,,,0.9543341,18,1,573,513
You support life this is but life. She told yeah I have taught even at that age. she has got.,,,,0.9536746,20,1,573,513
No no it is extremely bad. In the last around ten fifteen years this is the worst disaster happened.,,,,0.9532258,19,1,573,513
I don't know of but in front of all you should tell na. because sometimes you can make likes me.,,,,0.9526791,20,1,573,513
The only thing you can't get in Banglore is time time. and and of course you can have money also.,,,,0.95197934,20,1,573,513
Even okay even after office hours like no what else. that's true and so we can go somewhere else.,,,,0.94955134,19,1,573,513
m but you know he is qualified last time. it's so he has is supposed to have. got this.,,,,0.9495281,19,1,573,513
All three of us or at least one of us will be here one of. us will be sitting there.,,,,0.94876456,20,1,573,513
He is good to look but not somehow I don't like his. movie. His acting is some somewhat not good.,,,,0.94826573,20,1,573,513
These two things are really good in them alcoholism is. less eating is less and honesty is there. still there.,,,,0.948037,20,1,573,513
Then what about commerce man if I had join now commerce then. I'll will I get seat for second year.,,,,0.9476845,20,1,573,513
No but in the CBSE or the IPSC the. curriculam of studies is higher than the state level always.,,,,0.94752514,19,1,573,513
I am taking eleventh and twelfth standard. But I am dealing only with Chemistry not English. I'm not English teacher.,,,,0.94685364,20,1,573,513
That is for everybody right. And the project the problem that you work on you have to. present that also.,,,,0.94674087,20,1,573,513
Even in Ajmer you know n what you go and. tie a thread m. And you say what you want.,,,,0.94510305,20,1,573,513
 from our college because that day I was there I. gave all the names of our college first.,,,,0.94423443,19,1,573,513
Yes yes once I had been to Palace. I visited the palace and some places. It was one day tour.,,,,0.94263345,20,1,573,513
That's all not not much. But craft was my main and I liked it so much because in. the school.,,,,0.9422712,20,1,573,513
Some la yeah only for we. go like m but present we don't have holidays only. my mother is going.,,,,0.939335,20,1,573,513
No it is difference difference in the students I don't. think students feel that there is any need of it.,,,,0.9390766,20,1,573,513
I didn't know actually and I this lady this Rekha she. came and told me then she had sent it.,,,,0.9389959,20,1,573,513
Of course he said that he would come here. When he comes here he will inform us and have a.,,,,0.9386215,20,1,573,513
But you know what she is saying is. he sagde kelya nantar m ya wayala tula te. athavnar ahe ka?,,,,0.93853813,20,1,573,513
 then something very providential happened. I'll call it providential because I never expected. that such a thing will happen.,,,,0.9365904,20,1,573,513
This might be just temporary phase phase you know. Like you said after lunch he really feels sleepy nei.,,,,0.9346879,19,1,573,513
I think you can do no mean yeah politician you can be. a perfect politician only if you are crooked.,,,,0.9342107,20,1,573,513
For that you should do one thing one is there. Try and always. lie on a flat.,,,,0.93048364,17,1,573,513
When I go for work I'll be always. cheerfulness yeah. If I'm absent means everyone will look inquired. about this.,,,,0.9300741,20,1,573,513
In one part I may be m keep. in one part I may keep my notebooks as well texts.,,,,0.9293318,19,1,573,513
Yeah yeah I understand that. they your aunty had given some. horoscope no yours what has happened to that?,,,,0.927927,19,1,573,513
Even these auto rickshaw people are. all drunk mostly. And they it's very terrifying. Here that way it's quite safe.,,,,0.9266208,20,1,573,513
You've to define your range or to which you can. consider something as Indian English yes so I think that.,,,,0.9249911,20,1,573,513
I think there should be a spray in the campus the. mosquitoes. We won't have them in the campus.,,,,0.9213191,19,1,573,513
But I'm scared of as to how we are going to. perform. How you are going to do the examination.,,,,0.9180735,20,1,573,513
 then it became this good. So then it became nice only otherwise they'll didn't. follow what is Maths.,,,,0.9180238,19,1,573,513
Forty-five to forty-five. Yes I come I travel hundred kilometres everyday. So Vellore it seems to be equal to Madras.,,,,0.91428035,20,1,573,513
Because you know sort of I they think that I don't want. to exert and go to ELPRO and Company.,,,,0.9078682,20,1,573,513
It it disappeared with what has suffered two words. not exactly the semanticists to founder of Chomsky.,,,,0.9055992,17,1,573,513
Furniture is there right now we'll not buy any. furnitures and after two years we we have to think it.,,,,0.904539,20,1,573,513
But m like how did you m how do you use your. video for teaching every day teaching.,,,,0.900112,18,1,573,513
Had you been to any other state other than near Andhra. pradesh and Tamil Nadu and even now Mysore I think.,"You would know this if you had been to any state other than Andhra Pradesh, Tamil Nadu, or even Mysore.",,,0.9298893,21,20,573,513
I think people after getting married giving. birth to children I'm going to school this thing that thing so. many problems.,"I think that after getting married, people have children, deal with school, and all sorts of problems.",,,0.9211311,21,17,573,513
Yes yes lot you know because it was at the prime of. my youth you know I was in Trivandrum.,"Yes, a lot. Because, I was in Trivandrum during the prime of my youth.",1,,0.947513,20,14,573,513
So many others are also working with me. yeah. But whenever I'm absent they every everyone will enquire. about me.,,,,0.95988053,20,1,573,513
It is nice too many crafts or and it's. a interesting also. Three four books are there Maths English. Science.,,,,0.95854515,20,1,573,513
You know my marriage is we will be. celebrating in Delhi only. Earlier it was fixed up for Kanpur isn't it.,,,,0.9568863,21,1,573,513
My son is studying in a local school in fourth. standard. And my daughter is yet to go to school.,,,,0.95592445,20,1,573,513
One day marriage but he has some work there. So he he will he will distribute some wedding cards and.,,,,0.9548141,20,1,573,513
I I didn't try to convince him I tried to convince Laxshmi. First of all you will have to convince Laxshmi.,,,,0.9542293,21,1,573,513
You studied in the same school and you are. teaching in the same school.it's very enjoyable then no laughs.,,,,0.954021,19,1,573,513
And this evening we spent about half an hour with. Sushila talking about the that she one. word.,,,,0.95382243,18,1,573,513
There lies the greatness. In fact when he is dealing with the English literature he. covers Sanskrit literature Kannada literature.,,,,0.95265126,20,1,573,513
Well Mr Shinde nowadays we give importance to. marriage. What are your feelings about wedding. What do you say about.,,,,0.951115,20,1,573,513
No before how they get married laughter. that way you can just tell us how they get married. laughter.,,,,0.9506307,19,1,573,513
Teacher any more he says he wants to go back to his fields and go to grow some fruit garden.,,,,0.95060253,20,1,573,513
Ah yes but you know the whole problem is except. Wakankar in that group m nobody else really knows the job.,,,,0.95020735,21,1,573,513
But you said just now CBSE level under which which. level did you like CBSE level or the state level.,,,,0.9498952,20,1,573,513
And I told madam I'm. not using it. I'm using She is telling whatever it is cooking is not allowed.,,,,0.94983053,20,1,573,513
But my experience is varied. I taught for nine plus C S in Trivandrum in. Marvines College Trivandrum. Then ,,,,0.9498145,20,1,573,513
Some people feel that there is a kind of new awareness. and because of that BJP is likely to be benefitted.,,,,0.9480675,21,1,573,513
No I think there is one Professor Professor Krishnamurthy. or somebody. He is coming coming from Pondicherry Uni. University.,,,,0.9477579,19,1,573,513
Would you would you like to come out with your idea. when we find something is impo imposed from above.,,,,0.94692993,20,1,573,513
Yes. But even though the all these are two things India. is a great democracy you see in the world.,,,,0.9464247,20,1,573,513
No the thing is atleast upto this January I need free time to. study and prepare for my comprehensive exam.,,,,0.9459769,20,1,573,513
I think it will create a history in our department not. only in the department but in the university itself.,,,,0.94529486,20,1,573,513
Yeah you will be and your that capacity. capability to work will increase. And now-a-days what are you doing.,,,,0.94514924,19,1,573,513
So how do you find the difference from Hyderabad. Do you find any different. And you have been in Calcutta also.,,,,0.9448304,21,1,573,513
Of course then I wanted to spend with my. parents only that's why I am going. I am not going outside.,,,,0.9447372,21,1,573,513
Not English quiz game only but its very difficult to. continously yeah talk for twenty minutes means it is. difficult.,,,,0.9434592,20,1,573,513
Almost every year because every year we are having two. vacations. Two one actually vacation of two months summer. vacation.,,,,0.94324046,20,1,573,513
Yes you can earn. See the basic thing of fun-fair will be one of this that we will be. coming together.,,,,0.94306964,21,1,573,513
Say if you go by some other route say from Mysore to. Satyamangalam somewhere from there how long it is there.,,,,0.9429749,21,1,573,513
The other day we were we were discussing. about somebody told us that. the hybridisation of rice is not possible now.,,,,0.94294643,21,1,573,513
Our Kerala is actually known as the land of coconuts then. I have you have noticed all those coconuts plants sir.,,,,0.93646353,21,1,573,513
Yeah I know even now I'm waiting for just. one word to the airportha because that flight is. delayed.,,,,0.93498355,19,1,573,513
Not only to care you no m she was it. was impossible for her to walk to move everything but. since.,,,,0.93498296,21,1,573,513
No it directly goes to charity associations you nee. nee need not be afraid of the funds being used. appropriatly.,,,,0.9337201,20,1,573,513
That means that means it must be quite an. effort for a frail person like you to do all these. things.,,,,0.9284806,21,1,573,513
Yes. It's affiliated to C B S E m C B S E. its plus two m pattern school it is.,,,,0.92630756,21,1,573,513
So she was not like this in or have. you have you found out any sudden changes in her behaviour.,,,,0.924597,20,1,573,513
m. Know what I think is in the national level many of them. who have done well will not be qualified.,,,,0.92354447,21,1,573,513
In a different way. Sometimes I may be m come here from auto. n n as well as my husband's scooter.,,,,0.9068015,21,1,573,513
My sir I mean my guess is that you know people must have chosen a convenient way rather than ,,,,0.90271384,20,1,573,513
I think regarding this we have to take other exam with. faculty no you know Sushil Kumar will it go. straight ,,,,0.9594406,22,1,573,513
The way we observe it's different here. And again that Saraswati we observe there. with so much pomp and ceremony.,,,,0.9588846,20,1,573,513
But you know see anyway English study is that has brought. a number of good things to India and whatever it is.,,,,0.9582622,22,1,573,513
Yeah some now a days it seems some there is some. propoganda about ghost being haunting the city n in Kashmir.,,,,0.95612895,21,1,573,513
Shivaji is not exactly from poona but we do. have some historical events of those days. it's recorded some where.,,,,0.9552394,20,1,573,513
Today in cable television he is going to put our our dish antenna cable he is going to put Khalnayak.,,,,0.9549431,20,1,573,513
I I financially I am not good. So I don't want to. He is earning a lot. He is working in Bank.,,,,0.9531598,22,1,573,513
the government is taking a lot of. interest and it has developed into m missile and. missile the present site ,,,,0.9526373,21,1,573,513
Not letter before I came here no I went to our. prinicpal's place and we had got the information from somewhere else.,,,,0.9520094,22,1,573,513
It depends it depends of on. one's likings and dislikings. That is also there and it may be due to climate also.,,,,0.9519393,22,1,573,513
It was supposed to start from today but the managing committee. has asked yes that give some more time to one. word.,,,,0.9514033,22,1,573,513
Okay prefer anywhere place in let's say. Bangalore Pune think like that place you won't like to go a. small place.,,,,0.95134705,21,1,573,513
No but the thing is they want they they they try to move. to better but they never come back to India.,,,,0.95113754,22,1,573,513
That's why I wanted five days a week. And I also told Dr Prakasham to arrange something for atleast. people from outside.,,,,0.9511338,22,1,573,513
No no you can see what is costly what is cheap over there. and you can come here and relate your. experience.,,,,0.95072037,22,1,573,513
Our total time duration will be given ninety-five. ninety no. It should be divided eq eq yes in a. certain manner.,,,,0.95034426,21,1,573,513
Though the government m there is trying to m. sneeze they give less importance to teaching of English in. schools and colleges.,,,,0.95032173,22,1,573,513
No concept at all I don't know about any concept. Why don't you any authority in the hostel. especially in our hostel.,,,,0.95015556,22,1,573,513
My son is studying in Padmasheshadri the school in. Madras I see. It's a well known school. A school of international repute.,,,,0.95013136,22,1,573,513
Initially they will give warning m such. and such comments are coming m you have to be careful. right. Warning is there.,,,,0.9500222,22,1,573,513
Make Make. we've we have. you call it bajri. Yeah also pickles we eat it with. this jaggery and lot of butter.,,,,0.9499637,22,1,573,513
Hey what is the procedure of answering the. questions in in this exam. Will you tell me about that that.,,,,0.94987947,20,1,573,513
Today sir was not saying or what if you. treat one patient he will go on telling all the all the people.,,,,0.94982874,22,1,573,513
So what. You are doing B A in Economic means you will have to manage. You'll be managing M A Economics also.,,,,0.94892144,22,1,573,513
It is dark. So you think that unless people become aware. of the future problem n. it will be very dark.,,,,0.9475854,21,1,573,513
Because if you will look at all the ac actresses. m mainly Marathi actresses they are that Mamta Kulkarni and. Shilpa Shirodkar.,,,,0.9464218,22,1,573,513
 today I don't know what time he will be there in the. department any how you will be ringing him no.,,,,0.9444096,22,1,573,513
Right they can sit but at home you required. require a text book when you are learning. So text book has a.,,,,0.9434753,22,1,573,513
But that H H one visa or something has. change no. B one visa is change to H one visa something.,,,,0.94158405,21,1,573,513
I remember in the college Mr I forgot. the name of this English teacher but it is on my tongue.,,,,0.94145215,20,1,573,513
Environmental impact on all the water resources project no. How it affects the structures and all. How do environment affects structure.,,,,0.94143337,21,1,573,513
At present I won't be able but next year after my exams I. think I want to learn stitching so I was.,,,,0.94090515,22,1,573,513
Why. Okay we may but still something some greasy dish and. not bread. Let's not serve bread. We'll have proper.,,,,0.9407278,20,1,573,513
This time infact I had programme to go. In fact I it was not in my programme to go Tumkur as such.,,,,0.9405896,22,1,573,513
Yes it will become easier for them to consult. at time. That's what I have been telling my students again. and again.,,,,0.9397936,22,1,573,513
And I'm Vimala. I'm also from Kerala. But I have been away from Kerala for a long time you know. do so.,,,,0.939523,22,1,573,513
There is not a single city from India. I think only one Asia I think Japan yeah and. Singapore feature in that.,,,,0.9375244,22,1,573,513
Then then he is there okay he goes for his health. is okay nowhe goes for his usual evening walks.,,,,0.9363428,20,1,573,513
Because as far as participation is concerned it would. be better first those people who are half the way.,,,,0.935662,19,1,573,513
Dr N Loken the elder brother of Dr. Loken. he'll speak in a typical so called intellectual student like. intellectual way.,,,,0.935151,21,1,573,513
Definitely. I have written to my son. And my husband also has written to me saying that he miss me a lot.,,,,0.9299679,22,1,573,513
Of course I tried in many ways after my. S S C m which I was doing was trying many fields.,,,,0.92827475,21,1,573,513
So you are not going to do anything of academic at home. you are just going to relax from morning to evening.,,,,0.92753685,22,1,573,513
interest dena hai to. muzhe kuch kamana bhi hai to with that one I'm. requesting you that you please release this one.,,,,0.9239881,22,1,573,513
No I think English spoken here in the Indian context. in on the Indian soil that's what we. saying say India English.,,,,0.92303944,22,1,573,513
they were talking about two. different things that everybody has to speak for about ten minutes on. something and then several others.,,,,0.9212997,22,1,573,513
We have to be there twenty four hours a day until we. finish twenty normal. You know it's not considered as. normal.,,,,0.91448104,22,1,573,513
It's four or six hours. It takes six hours maximum six hours. if we will travel by a state transport bus service.,,,,0.9143096,22,1,573,513
That's okay tomorrow morning I can go to his. father's house in the evening we can. make it to them right.,,,,0.9132918,21,1,573,513
 well some small things something to be done like. one small simple problem will be given to my immediate work.,,,,0.90535986,21,1,573,513
For after my M A M A in English in nineteen. sixty-eight I started teaching in a prestigious college in Trivandrum. Marvine co.,"After I received my M.A. in English in nineteen sixty eight, I started teaching in a prestigious college in Trivandrum called Marvine Co.",,,0.93436253,23,23,573,513
Yes yes and then some in some cases. Kadepurkar you know see another thing is he is conducting the whole procedure. in Marathi.,"Yes, that happens in some cases. Also, Kadepurkar conducts the whole procedure in Marathi.",,,0.9564046,23,14,573,513
Pilani. Yes social life is there but there are not so many parties. as I suppose you have in Goa right.,,,,0.9588657,21,1,573,513
So teachers it depends lot on teacher how how he. handles his class and all. So we have particular hours allotted to us.,,,,0.95867175,23,1,573,513
vacation also we used to conduct some. classes practical classes. So they question us when these children fail. So many things are there.,,,,0.957879,23,1,573,513
Yeah and we see these competitive examinations also that like. the they have the students from the UP level are most shine out.,,,,0.9576674,23,1,573,513
m actually I was not expecting anything. One fine day one letter came. You know Joshi this our this man. Diwakar's husband.,,,,0.957612,22,1,573,513
